"Record_number","Study_midyear","Latitude","Longitude","Site.x","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","Site.y"
1037,2004.5,48.68,7.07,"48.75 7.25",8.25,8.09166666666667,9.48333333333333,9.425,9.66666666666667,8.7,9.54166666666667,8.99166666666667,10.275,9.40833333333333,7.975,9.25833333333333,9.35,9.75833333333333,10.45,9.575,10.075,10.0416666666667,9.35833333333333,9.525,9.95833333333333,10.075,9.61666666666667,9.725,8.6,10.3666666666667,9.7,9.2,10.9083333333333,10.4333333333333,9.79166666666667,10.0083333333333,"48.75 7.25"
1104,1999,47.32,-71.1,"47.25 -71.25",-0.2,1.06666666666667,0.358333333333333,-0.541666666666667,1.11666666666667,0.65,-0.366666666666666,-0.275,-0.0333333333333331,0.583333333333333,0.55,-0.175,2.1,1.875,0.483333333333334,1.7,0.575,-0.225,-0.158333333333333,1.03333333333333,1.89166666666667,0.341666666666666,0.55,0.4,2.63333333333333,1.2,2.025,0.941666666666667,0.341666666666667,0.508333333333333,1.225,1.075,"47.25 -71.25"
1105,2000,47.32,-71.1,"47.25 -71.25",-0.2,1.06666666666667,0.358333333333333,-0.541666666666667,1.11666666666667,0.65,-0.366666666666666,-0.275,-0.0333333333333331,0.583333333333333,0.55,-0.175,2.1,1.875,0.483333333333334,1.7,0.575,-0.225,-0.158333333333333,1.03333333333333,1.89166666666667,0.341666666666666,0.55,0.4,2.63333333333333,1.2,2.025,0.941666666666667,0.341666666666667,0.508333333333333,1.225,1.075,"47.25 -71.25"
1108,1999,47.73,-68.15,"47.75 -68.25",1.21666666666667,2.44166666666667,2.08333333333333,1.24166666666667,2.475,1.89166666666667,1.46666666666667,1.25833333333333,1.63333333333333,2,2.26666666666667,1.125,3.275,3.51666666666667,2.025,3.3,1.875,1.425,1.73333333333333,2.49166666666667,3.38333333333333,1.45833333333333,1.84166666666667,1.58333333333333,4.10833333333333,2.54166666666667,3.09166666666667,2.16666666666667,1.875,1.825,2.60833333333333,2.31666666666667,"47.75 -68.25"
1109,2000,47.73,-68.15,"47.75 -68.25",1.21666666666667,2.44166666666667,2.08333333333333,1.24166666666667,2.475,1.89166666666667,1.46666666666667,1.25833333333333,1.63333333333333,2,2.26666666666667,1.125,3.275,3.51666666666667,2.025,3.3,1.875,1.425,1.73333333333333,2.49166666666667,3.38333333333333,1.45833333333333,1.84166666666667,1.58333333333333,4.10833333333333,2.54166666666667,3.09166666666667,2.16666666666667,1.875,1.825,2.60833333333333,2.31666666666667,"47.75 -68.25"
1112,1999,46.03,-66.38,"46.25 -66.25",3.36666666666667,4.36666666666667,4.34166666666667,3.475,5.125,4.59166666666667,3.78333333333333,3.93333333333333,4.30833333333333,4.4,4.71666666666667,3.525,5.63333333333333,6.43333333333333,4.70833333333333,5.54166666666667,4.81666666666667,4.48333333333333,4.4,5.63333333333333,6.78333333333333,5.06666666666667,5.55,5.55833333333333,7.63333333333333,5.51666666666667,6.35833333333333,5.24166666666667,4.95,4.56666666666667,5.29166666666667,5.1,"46.25 -66.25"
1113,2000,46.03,-66.38,"46.25 -66.25",3.36666666666667,4.36666666666667,4.34166666666667,3.475,5.125,4.59166666666667,3.78333333333333,3.93333333333333,4.30833333333333,4.4,4.71666666666667,3.525,5.63333333333333,6.43333333333333,4.70833333333333,5.54166666666667,4.81666666666667,4.48333333333333,4.4,5.63333333333333,6.78333333333333,5.06666666666667,5.55,5.55833333333333,7.63333333333333,5.51666666666667,6.35833333333333,5.24166666666667,4.95,4.56666666666667,5.29166666666667,5.1,"46.25 -66.25"
1151,1999,53.85,-104.63,"53.75 -104.75",1.29166666666667,3.04166666666667,1.525,0.0583333333333331,-0.0333333333333332,0.858333333333333,0.975,0.866666666666667,0.283333333333333,0.0833333333333333,-1.45,1.225,2.05833333333333,2.09166666666667,0.275,1.54166666666667,-0.45,0.908333333333333,-0.0166666666666664,1.65,2.06666666666667,0.591666666666666,-0.0916666666666663,0.133333333333334,1.9,1.46666666666667,1.775,-0.225,-0.2,2.225,2.65833333333333,1.65,"53.75 -104.75"
1152,1999,53.91,-104.66,"53.75 -104.75",1.29166666666667,3.04166666666667,1.525,0.0583333333333331,-0.0333333333333332,0.858333333333333,0.975,0.866666666666667,0.283333333333333,0.0833333333333333,-1.45,1.225,2.05833333333333,2.09166666666667,0.275,1.54166666666667,-0.45,0.908333333333333,-0.0166666666666664,1.65,2.06666666666667,0.591666666666666,-0.0916666666666663,0.133333333333334,1.9,1.46666666666667,1.775,-0.225,-0.2,2.225,2.65833333333333,1.65,"53.75 -104.75"
1153,1999,53.91,-104.65,"53.75 -104.75",1.29166666666667,3.04166666666667,1.525,0.0583333333333331,-0.0333333333333332,0.858333333333333,0.975,0.866666666666667,0.283333333333333,0.0833333333333333,-1.45,1.225,2.05833333333333,2.09166666666667,0.275,1.54166666666667,-0.45,0.908333333333333,-0.0166666666666664,1.65,2.06666666666667,0.591666666666666,-0.0916666666666663,0.133333333333334,1.9,1.46666666666667,1.775,-0.225,-0.2,2.225,2.65833333333333,1.65,"53.75 -104.75"
1154,1999,53.88,-104.65,"53.75 -104.75",1.29166666666667,3.04166666666667,1.525,0.0583333333333331,-0.0333333333333332,0.858333333333333,0.975,0.866666666666667,0.283333333333333,0.0833333333333333,-1.45,1.225,2.05833333333333,2.09166666666667,0.275,1.54166666666667,-0.45,0.908333333333333,-0.0166666666666664,1.65,2.06666666666667,0.591666666666666,-0.0916666666666663,0.133333333333334,1.9,1.46666666666667,1.775,-0.225,-0.2,2.225,2.65833333333333,1.65,"53.75 -104.75"
1155,1999,53.92,-104.69,"53.75 -104.75",1.29166666666667,3.04166666666667,1.525,0.0583333333333331,-0.0333333333333332,0.858333333333333,0.975,0.866666666666667,0.283333333333333,0.0833333333333333,-1.45,1.225,2.05833333333333,2.09166666666667,0.275,1.54166666666667,-0.45,0.908333333333333,-0.0166666666666664,1.65,2.06666666666667,0.591666666666666,-0.0916666666666663,0.133333333333334,1.9,1.46666666666667,1.775,-0.225,-0.2,2.225,2.65833333333333,1.65,"53.75 -104.75"
1329,2001,4.35,11.75,"-4.25 11.75",25.475,25.9166666666667,25.975,25.6666666666667,25.6833333333333,25.5833333333333,25.3083333333333,25.7166666666667,25.675,26.05,25.6083333333333,25.5916666666667,26.8166666666667,26.2916666666667,25.9416666666667,25.7833333333333,26.1166666666667,26.0916666666667,25.8583333333333,25.8416666666667,26.1166666666667,26.3583333333333,26.175,26.2416666666667,26.4333333333333,25.7333333333333,25.9833333333333,26.05,26.1583333333333,26.225,26.75,26.4583333333333,"-4.25 11.75"
1330,2001,4.35,11.75,"-4.25 11.75",25.475,25.9166666666667,25.975,25.6666666666667,25.6833333333333,25.5833333333333,25.3083333333333,25.7166666666667,25.675,26.05,25.6083333333333,25.5916666666667,26.8166666666667,26.2916666666667,25.9416666666667,25.7833333333333,26.1166666666667,26.0916666666667,25.8583333333333,25.8416666666667,26.1166666666667,26.3583333333333,26.175,26.2416666666667,26.4333333333333,25.7333333333333,25.9833333333333,26.05,26.1583333333333,26.225,26.75,26.4583333333333,"-4.25 11.75"
1389,2002.5,34.78,135.85,"34.75 135.75",14.2,15.125,14.2583333333333,14.9583333333333,15.7166666666667,15.4583333333333,15.1666666666667,14.1416666666667,15.5416666666667,14.325,14.2166666666667,14.6916666666667,15.7583333333333,15.1666666666667,15.025,15.1166666666667,15.2666666666667,14.6833333333333,15.675,14.8416666666667,14.9,15.3416666666667,14.9416666666667,15.0583333333333,15.2916666666667,14.925,14.625,15.1916666666667,14.8333333333333,15.3916666666667,15.8583333333333,15.0916666666667,"34.75 135.75"
1429,2004.5,49.85,-125.32,"49.75 -125.25",5.25833333333333,5.71666666666667,5.3,4.98333333333333,4.75833333333333,5.575,6.025,5.05833333333333,5.45,5.75833333333333,4.5,5.725,5.575,4.73333333333333,4.30833333333333,4.4,4.83333333333333,5.05833333333333,5.8,5.24166666666667,4.98333333333333,4.6,4.11666666666667,5.05833333333333,4.8,4.08333333333333,4.6,5.05833333333333,5.48333333333333,6.1,5.68333333333333,4.825,"49.75 -125.25"
1604,1996,48.67,7.08,"48.75 7.25",8.25,8.09166666666667,9.48333333333333,9.425,9.66666666666667,8.7,9.54166666666667,8.99166666666667,10.275,9.40833333333333,7.975,9.25833333333333,9.35,9.75833333333333,10.45,9.575,10.075,10.0416666666667,9.35833333333333,9.525,9.95833333333333,10.075,9.61666666666667,9.725,8.6,10.3666666666667,9.7,9.2,10.9083333333333,10.4333333333333,9.79166666666667,10.0083333333333,"48.75 7.25"
1605,1997,48.67,7.08,"48.75 7.25",8.25,8.09166666666667,9.48333333333333,9.425,9.66666666666667,8.7,9.54166666666667,8.99166666666667,10.275,9.40833333333333,7.975,9.25833333333333,9.35,9.75833333333333,10.45,9.575,10.075,10.0416666666667,9.35833333333333,9.525,9.95833333333333,10.075,9.61666666666667,9.725,8.6,10.3666666666667,9.7,9.2,10.9083333333333,10.4333333333333,9.79166666666667,10.0083333333333,"48.75 7.25"
1761,2005,4.74,12.02,"-4.75 12.25",25.3416666666667,25.7833333333333,25.75,25.425,25.4916666666667,25.4666666666667,25.175,25.5833333333333,25.5,25.9166666666667,25.3916666666667,25.4583333333333,26.625,26.1333333333333,25.75,25.6,25.9333333333333,25.925,25.6083333333333,25.625,25.7833333333333,26.125,25.9,26.0166666666667,26.225,25.5166666666667,25.7666666666667,25.8666666666667,26.0083333333333,26.05,26.5666666666667,26.1916666666667,"-4.75 12.25"
1762,2005,4.74,12.02,"-4.75 12.25",25.3416666666667,25.7833333333333,25.75,25.425,25.4916666666667,25.4666666666667,25.175,25.5833333333333,25.5,25.9166666666667,25.3916666666667,25.4583333333333,26.625,26.1333333333333,25.75,25.6,25.9333333333333,25.925,25.6083333333333,25.625,25.7833333333333,26.125,25.9,26.0166666666667,26.225,25.5166666666667,25.7666666666667,25.8666666666667,26.0083333333333,26.05,26.5666666666667,26.1916666666667,"-4.75 12.25"
1786,1998,35.97,-79.08,"35.75 -79.25",15.1083333333333,14.525,13.8916666666667,14.2,16.0333333333333,15.5,14.2166666666667,14.7916666666667,14.8916666666667,14.4916666666667,14.1,14.4,15.75,15.1083333333333,14.3083333333333,14.925,15.3083333333333,14.4,14.9833333333333,15.0333333333333,15.0666666666667,15.75,14.8833333333333,14.6916666666667,14.9083333333333,15.35,15.375,14.125,14.0333333333333,15.3,15.475,15.6833333333333,"35.75 -79.25"
1794,1999,40.4,-75.6,"40.25 -75.75",11.8416666666667,11.9833333333333,11.45,11.2666666666667,12.9416666666667,12.65,10.9916666666667,11.5083333333333,11.4583333333333,11.5583333333333,11.175,11.4083333333333,13.2416666666667,12.2166666666667,11.1666666666667,11.9333333333333,12.325,10.95,11.6333333333333,11.925,12.7416666666667,12.05,11.825,11.5916666666667,12.925,12.825,13.175,11.725,10.825,12,12.6833333333333,12.4833333333333,"40.25 -75.75"
1888,2005,44.45,-121.56,"44.25 -121.75",4.525,4.55,4.2,3.56666666666667,3.95833333333333,4.025,4.8,2.64166666666667,3.75833333333333,3.88333333333333,3.71666666666667,3.81666666666667,4.06666666666667,3.65,3.425,3.81666666666667,3.925,4.51666666666667,4.55,3.94166666666667,4.05833333333333,4.05833333333333,3.7,3.875,3.89166666666667,3.46666666666667,4.10833333333333,4.15,4.975,5.65,4.6,4.25,"44.25 -121.75"
1902,2004,54,-105.1,"54.25 -105.25",0.0166666666666667,1.79166666666667,0.125,-1.20833333333333,-1.04166666666667,-0.1,-1.66533453693773e-16,0.0333333333333331,-0.766666666666667,-0.858333333333333,-2.35833333333333,0.483333333333333,1.20833333333333,1.225,-0.516666666666667,1.25,-0.9,0.0833333333333336,-0.916666666666667,0.925,1.325,-0.208333333333333,-0.95,-0.741666666666667,1.1,0.558333333333333,0.825,-0.925,-1.15833333333333,1.30833333333333,1.73333333333333,0.675,"54.25 -105.25"
1985,1996.5,19.84,-155.12,"19.75 -155.25",18,17.2916666666667,17.3916666666667,16.8416666666667,17.0916666666667,17.1916666666667,17.425,16.7916666666667,17.0416666666667,17.3583333333333,17.525,17.2666666666667,16.275,16.225,16.85,16.9666666666667,17.2333333333333,17.4,17.5666666666667,17.2333333333333,17,16.875,16.85,16.7333333333333,16.5333333333333,16.5,16.3666666666667,16.8166666666667,17.2583333333333,17.7,17.35,17.2583333333333,"19.75 -155.25"
1986,1996.5,19.84,-155.12,"19.75 -155.25",18,17.2916666666667,17.3916666666667,16.8416666666667,17.0916666666667,17.1916666666667,17.425,16.7916666666667,17.0416666666667,17.3583333333333,17.525,17.2666666666667,16.275,16.225,16.85,16.9666666666667,17.2333333333333,17.4,17.5666666666667,17.2333333333333,17,16.875,16.85,16.7333333333333,16.5333333333333,16.5,16.3666666666667,16.8166666666667,17.2583333333333,17.7,17.35,17.2583333333333,"19.75 -155.25"
2016,2000,36.52,138.35,"36.75 138.25",10.4083333333333,11.6416666666667,10.6,11.6333333333333,12.2333333333333,11.1666666666667,10.85,10.35,11.7166666666667,10.5083333333333,10.375,11.0583333333333,11.8166666666667,11.4666666666667,11.2333333333333,11.0166666666667,11.2833333333333,10.9,11.725,10.6916666666667,11.125,11.5333333333333,11.25,11.3583333333333,11.6,11.0333333333333,11.0666666666667,11.3333333333333,10.925,11.825,12.0583333333333,10.9166666666667,"36.75 138.25"
2017,2001,36.52,138.35,"36.75 138.25",10.4083333333333,11.6416666666667,10.6,11.6333333333333,12.2333333333333,11.1666666666667,10.85,10.35,11.7166666666667,10.5083333333333,10.375,11.0583333333333,11.8166666666667,11.4666666666667,11.2333333333333,11.0166666666667,11.2833333333333,10.9,11.725,10.6916666666667,11.125,11.5333333333333,11.25,11.3583333333333,11.6,11.0333333333333,11.0666666666667,11.3333333333333,10.925,11.825,12.0583333333333,10.9166666666667,"36.75 138.25"
2026,1999.5,51.77,9.58,"51.75 9.75",8.03333333333333,7.375,9.19166666666667,9.775,9.40833333333333,7.94166666666667,8.84166666666667,7.90833333333333,9.21666666666667,8.48333333333333,6.65,8.525,8.64166666666667,9.28333333333333,9.575,8.64166666666667,9.04166666666667,8.925,8.44166666666667,8.675,9.05833333333333,9.425,8.99166666666667,8.38333333333333,7.03333333333333,9.06666666666667,8.46666666666667,8.06666666666667,9.775,9.3,9.01666666666667,8.95833333333333,"51.75 9.75"
2027,1999.5,51.77,9.58,"51.75 9.75",8.03333333333333,7.375,9.19166666666667,9.775,9.40833333333333,7.94166666666667,8.84166666666667,7.90833333333333,9.21666666666667,8.48333333333333,6.65,8.525,8.64166666666667,9.28333333333333,9.575,8.64166666666667,9.04166666666667,8.925,8.44166666666667,8.675,9.05833333333333,9.425,8.99166666666667,8.38333333333333,7.03333333333333,9.06666666666667,8.46666666666667,8.06666666666667,9.775,9.3,9.01666666666667,8.95833333333333,"51.75 9.75"
2028,1999.5,51.77,9.58,"51.75 9.75",8.03333333333333,7.375,9.19166666666667,9.775,9.40833333333333,7.94166666666667,8.84166666666667,7.90833333333333,9.21666666666667,8.48333333333333,6.65,8.525,8.64166666666667,9.28333333333333,9.575,8.64166666666667,9.04166666666667,8.925,8.44166666666667,8.675,9.05833333333333,9.425,8.99166666666667,8.38333333333333,7.03333333333333,9.06666666666667,8.46666666666667,8.06666666666667,9.775,9.3,9.01666666666667,8.95833333333333,"51.75 9.75"
2029,1999.5,51.77,9.58,"51.75 9.75",8.03333333333333,7.375,9.19166666666667,9.775,9.40833333333333,7.94166666666667,8.84166666666667,7.90833333333333,9.21666666666667,8.48333333333333,6.65,8.525,8.64166666666667,9.28333333333333,9.575,8.64166666666667,9.04166666666667,8.925,8.44166666666667,8.675,9.05833333333333,9.425,8.99166666666667,8.38333333333333,7.03333333333333,9.06666666666667,8.46666666666667,8.06666666666667,9.775,9.3,9.01666666666667,8.95833333333333,"51.75 9.75"
